station_id,Location name,ESMI_ID,District,State,Lat,Lon,era_min_time,era_max_time,era_lat,era_lon
268,Mahasi,,Bahraich,Uttar Pradesh,27.56342247,81.4125694,2018-01-01,2019-01-01,27.6,81.4
269,Mahawan,,Faizabad,Uttar Pradesh,26.71055754,82.13411848,2016-12-01,2017-02-01,26.7,82.1
270,Mahishi,,Saharsa,Bihar,25.85432828,86.46970867,2016-02-01,2017-09-01,25.9,86.5
271,Mahpura,,Saharsa,Bihar,25.83292159,86.45290734,2016-02-01,2017-10-01,25.8,86.5
272,Malakhedi road Hoshangabad,,Hoshangabad,Madhya Pradesh,22.7486164,77.75456385,2017-03-01,2019-01-01,22.7,77.8
273,Malakhedi,,Hoshangabad,Madhya Pradesh,22.7486164,77.75456385,2017-03-01,2019-01-01,22.7,77.8
274,Malcha Marg,,Central Delhi,Delhi,28.60169307,77.1860531,2015-03-01,2019-01-01,28.6,77.2
275,Mallapur ,,Hyderabad,Telangana,17.44395822,78.5805662,2015-09-01,2017-02-01,17.4,78.6
276,Malsi,,Chamoli,Uttarakhand,30.12516663,79.27515014,2016-10-01,2017-11-01,30.1,79.3
277,Malwada,,Palghar,Maharashtra,19.73234528,73.15178733,2016-07-01,2019-01-01,19.7,73.2
278,Mandideep,,Bhopal,Madhya Pradesh,23.09785035,77.51004172,2014-11-01,2018-11-01,23.1,77.5
279,Mandir Marg Gopeshwar ,,Chamoli,Uttarakhand,30.40719017,79.31941145,2016-11-01,2017-11-01,30.4,79.3
280,Mandwa,,Udaipur,Rajasthan,24.54602531,73.14407264,2016-05-01,2016-10-01,24.5,73.1
281,Mangulam Pattabiram,,Thiruvallur,Tamil Nadu,13.12718165,80.06590418,2018-01-01,2018-06-01,13.1,80.1
283,Manoj Market,,Saharsa,Bihar,25.87861055,86.59949303,2016-02-01,2018-09-01,25.9,86.6
284,Mansarovar,,Jaipur,Rajasthan,26.85385704,75.75888966,2015-10-01,2017-07-01,26.9,75.8
285,Manwan,,Sitapur,Uttar Pradesh,27.56419826,80.68044475,2016-07-01,2019-01-01,27.6,80.7
286,MarenHalli,,Bengaluru Urban,Karnataka,12.91546532,77.58870321,2015-07-01,2017-06-01,12.9,77.6
287,Marol,,Mumbai Suburban,Maharashtra,19.11618272,72.88149692,2015-04-01,2019-01-01,19.1,72.9
289,Masvanpur,,Kanpur,Uttar Pradesh,26.48267994,80.26221499,2015-07-01,2019-01-01,26.5,80.3
290,Mathana ,,Kurukshetra,Haryana,29.97997013,76.95497462,2015-09-01,2016-11-01,30.0,77.0
291,Mathura Bazar 1,,Balrampur,Uttar Pradesh,27.41420246,82.20215377,2017-08-01,2018-06-01,27.4,82.2
292,Mau Ranipur,,Jhansi,Uttar Pradesh,25.25152486,79.15103261,2016-12-01,2017-06-01,25.3,79.2
293,Mau Rural,,Jhansi,Uttar Pradesh,25.26020026,79.12046893,2016-12-01,2017-09-01,25.3,79.1
294,Mavli,,Udaipur,Rajasthan,24.78857098,73.97692311,2016-05-01,2019-01-01,24.8,74.0
295,Mayur Vihar (III),,East Delhi,Delhi,28.61471323,77.33278712,2015-05-01,2016-09-01,28.6,77.3
296,MCECHS Layout ,,Bengaluru Urban,Karnataka,13.07110596,77.62856324,2015-03-01,2017-07-01,13.1,77.6
297,Medilalpurva Baharaich,,Bahraich,Uttar Pradesh,27.72316945,81.49361491,2017-11-01,2018-07-01,27.7,81.5
298,Meerpet ,,Rangareddy,Telangana,17.32239317,78.53172208,2015-09-01,2017-05-01,17.3,78.5
299,Meerut Road Ghaziabad,,Ghaziabad,Uttar Pradesh,28.74899089,77.48969108,2017-02-01,2018-11-01,28.7,77.5
300,Menar,,Udaipur,Rajasthan,24.59223764,74.10415627,2016-05-01,2016-11-01,24.6,74.1
301,MG Road Ghaziabad,,Hapur,Uttar Pradesh,28.64535696,77.24395085,2015-12-01,2019-01-01,28.6,77.2
303,MIDC Ambad ,,Nashik,Maharashtra,19.95323787,73.73381515,2015-10-01,2018-06-01,20.0,73.7
304,MIDC Awadhan,,Dhule,Maharashtra,20.84557443,74.75540889,2015-07-01,2016-09-01,20.8,74.8
305,MIDC,,Akola,Maharashtra,20.68151603,77.05537099,2014-10-01,2018-07-01,20.7,77.1
306,Mihinpurwa,,Bahraich,Uttar Pradesh,28.06760757,81.2535122,2017-10-01,2019-01-01,28.1,81.3
307,Milkipur,,Faizabad,Uttar Pradesh,26.59239104,81.90789966,2016-12-01,2017-04-01,26.6,81.9
309,Mohipura ,,Barwani,Madhya Pradesh,22.06838831,75.11096222,2015-08-01,2016-04-01,22.1,75.1
310,Mohipura Farm,,Barwani,Madhya Pradesh,22.06838831,75.11096222,2015-10-01,2016-11-01,22.1,75.1
311,Mohol,,Solapur,Maharashtra,17.80872823,75.63894889,2014-09-01,2019-01-01,17.8,75.6
312,Moth,,Jhansi,Uttar Pradesh,25.73128313,78.95116389,2016-11-01,2018-11-01,25.7,79.0
313,Mudur ,,Udupi,Karnataka,13.80759804,74.87390303,2014-12-01,2018-06-01,13.8,74.9
314,Mughalsarai ,,Chandauli,Uttar Pradesh,25.28150515,83.11870732,2015-07-01,2016-09-01,25.3,83.1
315,Mukimpur,,Sitapur,Uttar Pradesh,27.25075327,80.85519513,2016-07-01,2018-04-01,27.3,80.9
316,Mukundapur Kolkata,,Kolkata,West Bengal,22.49347437,88.41301567,2018-03-01,2019-01-01,22.5,88.4
317,Muradpur ,,Sitapur,Uttar Pradesh,27.60418434,80.62787822,2017-09-01,2018-12-01,27.6,80.6
318,Nai Basti Bahraich,,Bahraich,Uttar Pradesh,28.2812349,81.1272525,2017-10-01,2019-01-01,28.3,81.1
319,Naipura,,Barabanki,Uttar Pradesh,26.93846546,81.19729659,2017-11-01,2018-10-01,26.9,81.2
321,Nandamuri Nagar,,Anantapur,Andhra Pradesh,14.67885861,77.56547934,2015-02-01,2017-11-01,14.7,77.6
322,Nanegaon,,Pune,Maharashtra,18.55094818,73.58012998,2014-10-01,2018-10-01,18.6,73.6
323,Narapally ,,Hyderabad,Telangana,17.4292017,78.62330504,2015-12-01,2017-04-01,17.4,78.6
324,Navalpura ,,Barwani,Madhya Pradesh,22.0382913,74.90196945,2015-08-01,2019-01-01,22.0,74.9
325,Nazirpura,,Bahraich,Uttar Pradesh,27.57041911,81.5851872,2017-12-01,2019-01-01,27.6,81.6
326,Nehru Nagar,,Chandauli,Uttar Pradesh,25.26237322,83.26196884,2015-07-01,2015-12-01,25.3,83.3
328,Netaji Nagar,,Chennai,Tamil Nadu,13.13121087,80.27937941,2016-01-01,2019-01-01,13.1,80.3
329,Nildoh,,Nagpur,Maharashtra,21.10965634,78.98795427,2015-09-01,2016-08-01,21.1,79.0
330,Nilje,,Dombivali,Maharashtra,19.15801697,73.08715902,2015-11-01,2018-07-01,19.2,73.1
331,Nimgaon Ketki ,,Pune,Maharashtra,18.08430183,74.91632929,2014-09-01,2016-04-01,18.1,74.9
332,Nippani,,Belgaum,Karnataka,16.41293923,74.38038666,2016-05-01,2019-01-01,16.4,74.4
333,Nurwaf Mohalla Tikaitnagar,,Barabanki,Uttar Pradesh,26.93900101,81.19437835,2017-12-01,2019-01-01,26.9,81.2
334,Nyas Colony Hoshangabad,,Hoshangabad,Madhya Pradesh,22.6201312,77.76999589,2017-03-01,2019-01-01,22.6,77.8
335,Okni,,Hazaribagh,Jharkhand,24.00030834,85.35222013,2018-02-01,2019-01-01,24.0,85.4
336,Om Shanti Nagar Jhansi,,Jhansi,Uttar Pradesh,25.4612246,78.58916695,2016-12-01,2019-01-01,25.5,78.6
337,Oriya,,Hazaribagh,Jharkhand,23.98303467,85.40358393,2017-04-01,2018-04-01,24.0,85.4
338,Ozar,,Nashik,Maharashtra,20.10242343,73.93613737,2018-04-01,2019-01-01,20.1,73.9
339,Pabal,,Pune,Maharashtra,18.83120008,74.05244874,2014-09-01,2019-01-01,18.8,74.1
340,Pachmori,,Akola,Maharashtra,20.70168093,77.02543736,2014-10-01,2018-07-01,20.7,77.0
341,Pahadpur,,Sitapur,Uttar Pradesh,27.49269748,80.73719433,2018-01-01,2018-11-01,27.5,80.7
343,Paisar Barabanki,,Barabanki,Uttar Pradesh,26.92593986,81.20634685,2017-11-01,2019-01-01,26.9,81.2
344,Palghar Town,,Palghar,Maharashtra,19.69424812,72.7650437,2016-07-01,2019-01-01,19.7,72.8
345,Palhari Barabanki,,Barabanki,Uttar Pradesh,26.9202864,81.22103776,2017-11-01,2019-01-01,26.9,81.2
346,Panchavati,,Udaipur,Rajasthan,24.60282837,73.6885581,2016-05-01,2017-07-01,24.6,73.7
347,Pandeypur,,Varanasi,Uttar Pradesh,25.35779612,82.99710418,2015-07-01,2018-03-01,25.4,83.0
348,Panki CF,,Kanpur,Uttar Pradesh,26.48198323,80.2442303,2014-11-01,2017-12-01,26.5,80.2
349,Panki,,Kanpur,Uttar Pradesh,26.48198323,80.2442303,2014-11-01,2017-11-01,26.5,80.2
350,Parai,,Udaipur,Rajasthan,24.18693586,73.68898834,2016-05-01,2017-06-01,24.2,73.7
351,Patan,,Palamu,Jharkhand,24.20221298,84.17861747,2018-01-01,2018-05-01,24.2,84.2
352,Patel Nagar Fatehpur ,,Fatehpur,Uttar Pradesh,25.92136536,80.81954853,2016-12-01,2018-03-01,25.9,80.8
353,Patharikuppam,,Cuddalore,Tamil Nadu,11.74811899,79.73552234,2018-03-01,2019-01-01,11.7,79.7
354,Pathauli,,Agra,Uttar Pradesh,27.16058568,77.93391097,2016-11-01,2019-01-01,27.2,77.9
